"id","name","code","user_type_id/id","chart_template_id/id","currency_id/id","reconcile"
"cuenta60420002","Amortizacion Licencias Otros","60420002","account.data_account_type_depreciation","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430001","Ajustes por inflacion y tenencia de bienes","60430001","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430002","Diferencia de cambio","60430002","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430003","Ajuste gestiones anteriores","60430003","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430004","Diferencia de Inventarios","60430004","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430005","Mantenimiento de Valor","60430005","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430006","Perdida en Baja de Activos","60430006","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430007","cuentas Incobrables","60430007","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430008","cuenta Puente Fondo Fijo/Caja","60430008","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
"cuenta60430009","cuenta Puente Balance Inicial","60430009","account.data_account_type_expenses","l10n_bo_sin.bo_chart_template_sin","","False"
